Title,Release Date,Language,Runtime,Revenue,Budget,Genre,Year,Month,Day,User rating,Rated,Profit
Role Models,2008-02-03,en,99.0,92380927,28000000,Comedy,2008,2,3,6.8,R,112767956
The Big Short,2015-12-11,en,130.0,133346506,28000000,Comedy,2015,12,11,7.8,R,64380927
Miracle,2004-02-06,en,135.0,64445708,28000000,Drama,2004,2,6,7.5,PG,105346506
Dawn of the Dead,2004-03-19,en,101.0,102356381,28000000,Fantasy,2004,3,19,7.3,R,36445708
The Wedding Planner,2001-01-26,en,103.0,94728529,35000000,Comedy,2001,1,26,5.3,PG-13,74356381
キャプテンハーロック,2013-09-07,ja,115.0,17137302,30000000,Animation,2013,9,7,No Rating,No Rating,59728529
The Royal Tenenbaums,2001-10-05,en,110.0,71441250,21000000,Comedy,2001,10,5,7.6,R,-12862698
Identity,2003-04-25,en,90.0,90259536,30000000,Mystery,2003,4,25,7.3,R,50441250
Last Vegas,2013-10-31,en,105.0,134402450,28000000,Comedy,2013,10,31,6.6,PG-13,60259536
For Your Eyes Only,1981-06-23,en,127.0,195312802,28000000,Adventure,1981,6,23,6.8,PG,106402450
Serendipity,2001-10-05,en,90.0,77516304,28000000,Comedy,2001,10,5,6.9,PG-13,167312802
Timecop,1994-09-15,en,99.0,101646581,27000000,Thriller,1994,9,15,5.9,R,49516304
Zoolander,2001-09-28,en,89.0,60780981,28000000,Comedy,2001,9,28,6.5,PG-13,74646581
Safe Haven,2013-02-07,en,115.0,97594140,28000000,Romance,2013,2,7,6.7,PG-13,32780981
Hocus Pocus,1993-07-16,en,96.0,39514713,28000000,Comedy,1993,7,16,6.9,PG,69594140
No Reservations,2007-07-25,en,104.0,92601050,28000000,Comedy,2007,7,25,6.3,PG,11514713
Kick-Ass,2010-03-22,en,117.0,96188903,28000000,Action,2010,3,22,7.6,R,64601050
30 Minutes or Less,2011-08-11,en,83.0,40547440,28000000,Action,2011,8,11,6.1,R,68188903
Dracula 2000,2000-12-22,en,99.0,33000337,28000000,Thriller,2000,12,22,4.9,R,12547440
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014-10-08,en,81.0,100654149,28000000,Family,2014,10,8,6.2,PG,5000337
Pride & Prejudice,2005-09-16,en,135.0,121147947,28000000,Drama,2005,9,16,7.8,R,72654149
Blade Runner,1982-06-25,en,117.0,33139618,28000000,Science,1982,6,25,8.1,R,93147947
Rob Roy,1995-04-13,en,139.0,31596911,28000000,Adventure,1995,4,13,6.9,R,5139618
3 Days to Kill,2014-02-14,en,113.0,52597999,28000000,Action,2014,2,14,6.2,PG-13,3596911
We Own the Night,2007-05-25,en,117.0,54926886,21000000,Drama,2007,5,25,6.8,R,24597999
Le peuple migrateur,2001-12-12,fr,98.0,20217080,35866397,Documentary,2001,12,12,9.1,N/A,33926886
Just My Luck,2006-05-12,en,103.0,38159905,28000000,Comedy,2006,5,12,5.4,PG-13,-15649317
"Mystery, Alaska",1999-10-01,en,119.0,8888143,28000000,Drama,1999,10,1,6.7,R,10159905
The Spy Next Door,2010-01-15,en,94.0,45236543,28000000,Action,2010,1,15,5.4,PG,-19111857
A Simple Wish,1997-07-11,en,86.0,8345056,28000000,Adventure,1997,7,11,5.4,PG,17236543
Ghosts of Mars,2001-08-24,en,98.0,14010832,28000000,Action,2001,8,24,4.9,R,-19654944
Our Brand Is Crisis,2015-09-11,en,108.0,7002261,28000000,Comedy,2015,9,11,6.1,R,-13989168
Pride and Prejudice and Zombies,2016-02-04,en,108.0,16374328,28000000,Romance,2016,2,4,5.8,PG-13,-20997739
Kundun,1997-12-25,en,134.0,5684789,28000000,Drama,1997,12,25,7.0,PG-13,-11625672
How to Lose Friends & Alienate People,2008-10-02,en,110.0,17286299,27000000,Comedy,2008,10,2,6.4,R,-22315211
Kick-Ass 2,2013-07-17,en,103.0,60700000,28000000,Action,2013,7,17,6.5,R,-9713701
Alatriste,2006-09-01,es,145.0,23321954,24000000,Action,2006,9,1,N/A,N/A,32700000
Brick Mansions,2014-04-22,en,90.0,68896829,28000000,Action,2014,4,22,5.7,PG-13,-678046
Octopussy,1983-06-05,en,131.0,187500000,27500000,Adventure,1983,6,5,6.6,PG,40896829
Knocked Up,2007-06-01,en,129.0,219076518,30000000,Comedy,2007,6,1,6.9,R,160000000
My Sister's Keeper,2009-06-26,en,109.0,95714875,30000000,Drama,2009,6,26,7.4,PG-13,189076518
Welcome Home Roscoe Jenkins,2008-02-08,en,114.0,43650785,35000000,Comedy,2008,2,8,5.5,PG-13,65714875
A Passage to India,1984-12-14,en,163.0,27187653,8000000,Drama,1984,12,14,7.3,PG,8650785
Notes on a Scandal,2006-12-25,en,92.0,49469904,15000000,Drama,2006,12,25,7.4,R,19187653
Rendition,2007-09-07,en,120.0,24748670,27500000,Drama,2007,9,7,6.8,R,34469904
Star Trek VI: The Undiscovered Country,1991-12-05,en,113.0,96900000,27000000,Science,1991,12,5,7.2,PG,-2751330
Kiss the Girls,1997-10-03,en,115.0,60527873,27000000,Drama,1997,10,3,6.6,R,69900000
The Blues Brothers,1980-06-17,en,133.0,115229890,27000000,Music,1980,6,17,7.9,R,33527873
The Sisterhood of the Traveling Pants 2,2008-08-06,en,117.0,44352417,27000000,Adventure,2008,8,6,6.2,PG-13,88229890
About a Boy,2002-04-26,en,101.0,129000000,27000000,Drama,2002,4,26,7.0,PG-13,17352417
Lake Placid,1999-07-15,en,82.0,56870414,27000000,Horror,1999,7,15,5.7,R,102000000
Lucky Number Slevin,2006-02-24,en,110.0,56308881,27000000,Drama,2006,2,24,7.7,R,29870414
The Right Stuff,1983-10-20,en,193.0,21500000,27000000,Drama,1983,10,20,7.8,PG,29308881
Anonymous,2011-10-21,en,130.0,15395087,30000000,Drama,2011,10,21,6.9,PG-13,-5500000
The Neverending Story,1984-04-05,en,102.0,20158808,27000000,Drama,1984,4,5,7.4,PG,-14604913
Dark City,1998-02-27,en,100.0,27200316,27000000,Mystery,1998,2,27,7.6,R,-6841192
Return to Oz,1985-06-21,en,109.0,11137801,25000000,Adventure,1985,6,21,6.7,PG,200316
The Newton Boys,1998-03-26,en,113.0,76000000,27000000,Crime,1998,3,26,6.1,PG-13,-13862199
Case 39,2009-08-13,en,109.0,29000000,27000000,Horror,2009,8,13,6.2,R,49000000
Suspect Zero,2004-08-27,en,99.0,13000000,27000000,Crime,2004,8,27,5.8,R,2000000
Spy Kids: All the Time in the World,2011-08-18,en,89.0,85564310,27000000,Family,2011,8,18,No Rating,No Rating,-14000000
Money Monster,2016-05-12,en,98.0,93282604,27000000,Thriller,2016,5,12,6.5,R,58564310
Mindhunters,2004-05-07,en,106.0,21148829,27000000,Mystery,2004,5,7,6.4,R,66282604
What Just Happened,2008-10-17,en,104.0,6673422,25000000,Comedy,2008,10,17,5.6,R,-5851171
Paul Blart: Mall Cop,2009-01-15,en,91.0,183293131,26000000,Action,2009,1,15,5.2,PG,-18326578
Freaky Friday,2003-08-03,en,97.0,110230332,26000000,Comedy,2003,8,3,6.1,PG,157293131
The 40 Year Old Virgin,2005-08-11,en,116.0,109449237,26000000,Comedy,2005,8,11,7.1,R,84230332
Shakespeare in Love,1998-12-11,en,122.0,289317794,25000000,Romance,1998,12,11,7.1,R,83449237
A Walk Among the Tombstones,2014-09-18,en,113.0,53181600,28000000,Crime,2014,9,18,6.5,R,264317794
Kindergarten Cop,1990-12-21,en,111.0,201957688,15000000,Comedy,1990,12,21,6.1,PG-13,25181600
Pineapple Express,2008-08-06,en,111.0,101624843,27000000,Action,2008,8,6,6.9,R,186957688
EverAfter,1998-07-31,en,121.0,65705772,26000000,Drama,1998,7,31,N/A,N/A,74624843
Open Range,2003-08-29,en,139.0,68296293,22000000,Western,2003,8,29,7.4,R,39705772
Flatliners,1990-08-09,en,115.0,61489265,26000000,Drama,1990,8,9,6.6,R,46296293
A Bridge Too Far,1977-06-15,en,175.0,50750000,22000000,Drama,1977,6,15,7.4,PG,35489265
Red Eye,2005-08-04,en,85.0,57891803,26000000,Horror,2005,8,4,6.4,PG-13,28750000
Final Destination 2,2003-01-31,en,90.0,90426405,26000000,Horror,2003,1,31,6.2,R,31891803
"O Brother, Where Art Thou?",2000-08-30,en,106.0,71868327,26000000,Action,2000,8,30,7.7,PG-13,64426405
Legion,2010-01-21,en,100.0,67918658,26000000,Horror,2010,1,21,5.2,R,45868327
Pain & Gain,2013-04-18,en,130.0,86175291,25000000,Thriller,2013,4,18,6.4,R,41918658
Clockstoppers,2002-03-17,en,94.0,38793283,26000000,Adventure,2002,3,17,5.2,PG,61175291
Brothers,2009-01-27,en,104.0,43318349,26000000,Drama,2009,1,27,7.1,R,12793283
Agent Cody Banks 2: Destination London,2004-12-03,en,100.0,28818995,26000000,Comedy,2004,12,3,4.6,PG,17318349
New Year's Eve,2011-12-08,en,118.0,142044638,56000000,Comedy,2011,12,8,5.7,PG-13,2818995
Original Sin,2001-08-03,en,118.0,35402320,42000000,Drama,2001,8,3,6.1,R,86044638
The Raven,2012-03-09,en,111.0,29657751,26000000,Crime,2012,3,9,6.4,R,-6597680
Welcome to Mooseport,2004-02-24,en,110.0,14000000,30000000,Comedy,2004,2,24,5.2,PG-13,3657751
Highlander III: The Sorcerer,1994-11-29,en,99.0,36800000,26000000,Action,1994,11,29,No Rating,No Rating,-16000000
Flipper,1996-05-17,en,95.0,20080020,25530000,Adventure,1996,5,17,5.3,PG,10800000
Self/less,2015-07-10,en,116.0,30523226,26000000,Science,2015,7,10,6.5,PG-13,-5449980
The Constant Gardener,2005-08-31,en,129.0,82466670,25000000,Drama,2005,8,31,7.4,R,4523226
The Passion of the Christ,2004-02-25,en,127.0,611899420,30000000,Drama,2004,2,25,7.2,R,57466670
Mrs. Doubtfire,1993-11-24,en,125.0,441286195,25000000,Comedy,1993,11,24,7.0,PG-13,581899420
Rain Man,1988-12-11,en,133.0,412800000,25000000,Drama,1988,12,11,8.0,R,416286195
Gran Torino,2008-12-09,en,116.0,269958228,33000000,Drama,2008,12,9,8.1,R,387800000
W.,2008-10-17,en,131.0,29506464,25100000,Drama,2008,10,17,6.3,PG-13,236958228
Taken,2008-02-18,en,93.0,226830568,25000000,Action,2008,2,18,7.8,PG-13,4406464
The Best of Me,2014-10-16,en,117.0,35926213,26000000,Drama,2014,10,16,6.7,PG-13,201830568
The Bodyguard,1992-11-25,en,129.0,411006740,25000000,Thriller,1992,11,25,6.3,R,9926213
Schindler's List,1993-11-29,en,195.0,321365567,22000000,Drama,1993,11,29,8.9,R,386006740
The Help,2011-08-09,en,146.0,124272124,25000000,Drama,2011,8,9,8.1,PG-13,299365567
The Fifth Estate,2013-10-11,en,128.0,8555008,28000000,Drama,2013,10,11,6.2,R,99272124
Freddy vs. Jason,2003-08-15,en,97.0,114908830,30000000,Horror,2003,8,15,5.7,R,-19444992
Jimmy Neutron: Boy Genius,2001-12-21,en,83.0,80936232,25000000,Action,2001,12,21,6.0,G,84908830
Cloverfield,2008-01-15,en,85.0,170764026,25000000,Action,2008,1,15,7.0,PG-13,55936232
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991-03-22,en,88.0,78000000,25000000,Science,1991,3,22,6.0,PG,145764026
The Untouchables,1987-06-02,en,119.0,76270454,25000000,Crime,1987,6,2,7.9,R,53000000
No Country for Old Men,2007-11-08,en,122.0,171600000,25000000,Crime,2007,11,8,8.1,R,51270454
Ride Along,2014-01-07,en,99.0,153997819,25000000,Action,2014,1,7,6.2,PG-13,146600000
Bridget Jones's Diary,2001-04-13,en,97.0,281929795,25000000,Comedy,2001,4,13,6.7,R,128997819
Chocolat,2000-12-14,en,121.0,152500343,25000000,Comedy,2000,12,14,7.2,PG-13,256929795
"Legally Blonde 2: Red, White & Blonde",2003-07-02,en,95.0,124914842,45000000,Comedy,2003,7,2,No Rating,No Rating,127500343
Parental Guidance,2012-12-25,en,104.0,119772232,25000000,Comedy,2012,12,25,6.0,PG,79914842
No Strings Attached,2011-01-21,en,107.0,147780440,25000000,Comedy,2011,1,21,6.2,R,94772232
Tombstone,1993-12-25,en,130.0,56505065,25000000,Action,1993,12,25,7.8,R,122780440
Romeo Must Die,2000-03-20,en,115.0,91036760,25000000,Action,2000,3,20,6.1,R,31505065
The Omen,1976-06-06,en,111.0,60922980,2800000,Horror,1976,6,6,7.5,R,66036760
Final Destination 3,2006-02-10,en,93.0,117719158,25000000,Horror,2006,2,10,5.8,R,58122980
The Lucky One,2012-04-19,en,101.0,99357138,25000000,Drama,2012,4,19,6.5,PG-13,92719158
Bridge to Terabithia,2007-02-16,en,96.0,137587063,60000000,Adventure,2007,2,16,7.1,PG,74357138
Finding Neverland,2004-10-17,en,106.0,116766556,25000000,Drama,2004,10,17,7.7,PG,77587063
The Grey,2012-01-26,en,117.0,77278331,25000000,Action,2012,1,26,6.8,R,91766556
Hide and Seek,2005-01-27,en,101.0,122644820,25000000,Horror,2005,1,27,6.0,R,52278331
Anchorman: The Legend of Ron Burgundy,2004-07-09,en,94.0,90574188,26000000,Comedy,2004,7,9,7.2,PG-13,97644820
GoodFellas,1990-09-12,en,145.0,46836394,25000000,Drama,1990,9,12,8.7,R,64574188
Agent Cody Banks,2003-03-14,en,102.0,58795814,28000000,Action,2003,3,14,5.0,PG,21836394
Nanny McPhee,2005-10-21,en,97.0,122489822,25000000,Fantasy,2005,10,21,6.5,PG,30795814
Scarface,1983-12-08,en,170.0,65884703,25000000,Action,1983,12,8,8.3,R,97489822
The Last Emperor,1987-10-21,en,163.0,43984230,23000000,Drama,1987,10,21,7.7,PG-13,40884703
Contraband,2012-01-12,en,109.0,63100000,25000000,Thriller,2012,1,12,6.5,R,20984230
There Will Be Blood,2007-12-28,en,158.0,77208711,25000000,Drama,2007,12,28,8.2,R,38100000
Undercover Brother,2002-05-31,en,86.0,41604473,25000000,Action,2002,5,31,5.8,PG-13,52208711
The Sisterhood of the Traveling Pants,2005-06-01,en,119.0,39053061,25000000,Drama,2005,6,1,6.5,PG,16604473
Kiss of the Dragon,2001-07-06,en,98.0,64437847,25000000,Action,2001,7,6,6.6,R,14053061
The House Bunny,2008-08-22,en,97.0,70442940,25000000,Romance,2008,8,22,5.5,PG-13,39437847
Beauty Shop,2005-06-02,en,105.0,36351350,25000000,Comedy,2005,6,2,5.5,PG-13,45442940
Million Dollar Arm,2014-05-09,en,124.0,38307627,25000000,Drama,2014,5,9,7.0,PG,11351350
The Giver,2014-08-11,en,94.0,66980456,25000000,Drama,2014,8,11,6.5,PG-13,13307627
Jeepers Creepers 2,2003-08-08,en,104.0,63102666,17000000,Horror,2003,8,8,5.6,R,41980456
Good Luck Chuck,2007-09-21,en,101.0,59192128,25000000,Comedy,2007,9,21,5.6,R,46102666
Cradle 2 the Grave,2003-02-28,en,101.0,56489558,25000000,Action,2003,2,28,5.8,R,34192128
The Hours,2002-12-27,en,114.0,41597830,25000000,Drama,2002,12,27,7.5,PG-13,31489558
She's the Man,2006-03-17,en,105.0,33889159,20000000,Comedy,2006,3,17,6.3,PG-13,16597830
Mr. Bean's Holiday,2007-03-22,en,90.0,229736344,25000000,Family,2007,3,22,6.4,G,13889159
Anacondas: The Hunt for the Blood Orchid,2004-08-26,en,97.0,70992898,20000000,Adventure,2004,8,26,4.7,PG-13,204736344
Blood Ties,2013-08-22,en,128.0,2415472,25500000,Thriller,2013,8,22,6.5,R,50992898
August Rush,2007-11-21,en,114.0,66122026,25000000,Drama,2007,11,21,7.5,PG,-23084528
Elizabeth,1998-09-13,en,124.0,82150642,30000000,Drama,1998,9,13,7.4,R,41122026
Bride of Chucky,1998-10-16,en,89.0,50671850,25000000,Horror,1998,10,16,5.4,R,52150642
Tora! Tora! Tora!,1970-01-26,en,144.0,29548291,25485000,History,1970,1,26,7.5,G,25671850
Spice World,1997-12-19,en,93.0,100000000,25000000,Adventure,1997,12,19,3.5,PG,4063291
The Sitter,2011-12-09,en,81.0,34942188,25000000,Comedy,2011,12,9,5.7,R,75000000
The Shawshank Redemption,1994-09-23,en,142.0,28341469,25000000,Drama,1994,9,23,9.3,R,9942188
Crocodile Dundee in Los Angeles,2001-04-12,en,92.0,39438674,21150000,Adventure,2001,4,12,4.8,PG,3341469
Kingpin,1996-07-04,en,113.0,25023434,27000000,Comedy,1996,7,4,6.9,PG-13,18288674
The Gambler,2014-12-25,en,111.0,39171130,25000000,Thriller,2014,12,25,6.0,R,-1976566
August: Osage County,2013-12-26,en,121.0,74188937,25000000,Comedy,2013,12,26,7.2,R,14171130
Ice Princess,2005-03-17,en,98.0,27645491,25000000,Drama,2005,3,17,6.0,G,49188937
A Lot Like Love,2005-04-22,en,107.0,42886719,30000000,Comedy,2005,4,22,6.6,PG-13,2645491
Eddie the Eagle,2016-02-26,en,106.0,46152800,23000000,Comedy,2016,2,26,7.4,PG-13,12886719
He Got Game,1998-05-01,en,136.0,21567853,25000000,Drama,1998,5,1,6.9,R,23152800
Don Juan DeMarco,1994-10-01,en,97.0,22200000,25000000,Romance,1994,10,1,6.7,PG-13,-3432147
Dear John,2010-02-04,en,115.0,114977104,25000000,Drama,2010,2,4,6.3,PG-13,-2800000
The Losers,2010-04-23,en,97.0,23580000,25000000,Action,2010,4,23,6.3,PG-13,89977104
Don't Be Afraid of the Dark,2010-11-06,en,99.0,36993168,25000000,Fantasy,2010,11,6,5.6,R,-1420000
War,2007-08-24,en,103.0,40452643,25000000,Action,2007,8,24,6.2,R,11993168
Punch-Drunk Love,2002-10-25,en,95.0,17000000,25000000,Comedy,2002,10,25,7.3,R,15452643
EuroTrip,2004-02-20,en,93.0,20796847,25000000,Comedy,2004,2,20,6.6,R,-8000000
The Greatest Game Ever Played,2005-09-30,en,120.0,15431177,25000000,Drama,2005,9,30,7.4,PG,-4203153
The Box,2009-09-17,en,115.0,33333531,30000000,Thriller,2009,9,17,5.6,PG-13,-9568823
The Next Best Thing,2000-03-03,en,108.0,24362772,25000000,Comedy,2000,3,3,4.7,PG-13,3333531
My Soul to Take,2010-10-08,en,107.0,19829957,25000000,Drama,2010,10,8,4.8,R,-637228
The Girl Next Door,2004-04-09,en,108.0,30411183,25000000,Comedy,2004,4,9,6.7,R,-5170043
Maximum Risk,1996-09-13,en,100.0,51702483,25000000,Action,1996,9,13,5.5,R,5411183
Legend,2015-09-09,en,131.0,42972994,25000000,Crime,2015,9,9,6.9,R,26702483
Shark Night,2011-09-02,en,91.0,10126458,28000000,Horror,2011,9,2,3.1,N/A,17972994
Draft Day,2014-04-11,en,109.0,28831145,25000000,Drama,2014,4,11,6.8,PG-13,-17873542
The Conspirator,2010-09-10,en,122.0,15478800,25000000,Crime,2010,9,10,6.9,PG-13,3831145
Lords of Dogtown,2005-06-03,en,107.0,13411957,25000000,Drama,2005,6,3,7.1,PG-13,-9521200
The 33,2015-08-06,en,120.0,24902723,25000000,Drama,2015,8,6,6.9,PG-13,-11588043
Big Trouble in Little China,1986-05-30,en,99.0,11000000,25000000,Action,1986,5,30,7.3,PG-13,-97277
Warrior,2011-09-09,en,140.0,23057115,25000000,Action,2011,9,9,8.2,PG-13,-14000000
Michael Collins,1996-10-25,en,132.0,16900000,28000000,Drama,1996,10,25,7.2,R,-1942885
Stop-Loss,2008-03-28,en,113.0,11207130,25000000,Drama,2008,3,28,6.4,R,-11100000
Abandon,2002-10-14,en,99.0,10719357,25000000,Drama,2002,10,14,4.9,PG-13,-13792870
Brokedown Palace,1999-08-13,en,100.0,13000000,25000000,Drama,1999,8,13,6.5,PG-13,-14280643
The Possession,2012-08-30,en,92.0,85446075,14000000,Horror,2012,8,30,5.9,PG-13,-12000000
Mrs. Winterbourne,1996-04-19,en,105.0,10070000,25000000,Comedy,1996,4,19,6.2,PG-13,71446075
Straw Dogs,2011-09-16,en,110.0,10324441,25000000,Drama,2011,9,16,7.5,R,-14930000
The Hoax,2006-10-14,en,116.0,11772461,25000000,Comedy,2006,10,14,6.7,R,-14675559
The Road,2009-11-25,en,111.0,27635305,32000000,Adventure,2009,11,25,7.2,R,-13227539
Sheena,1984-08-17,en,117.0,5778353,25000000,Action,1984,8,17,4.9,PG,-4364695
Tank Girl,1995-03-31,en,98.0,4064495,25000000,Action,1995,3,31,5.4,R,-19221647
Blindness,2008-05-14,en,121.0,19844979,25000000,Drama,2008,5,14,6.6,R,-20935505
BloodRayne,2005-10-22,en,95.0,2405420,25000000,Action,2005,10,22,2.9,R,-5155021
Carnage,2011-09-16,en,80.0,27603069,25000000,Comedy,2011,9,16,7.2,R,-22594580
Me and Orson Welles,2009-11-25,en,114.0,2336172,25000000,Comedy,2009,11,25,6.7,PG-13,2603069
La migliore offerta,2013-01-01,en,124.0,19255873,13500000,Drama,2013,1,1,No Rating,No Rating,-22663828
The Bad Lieutenant: Port of Call - New Orleans,2009-09-11,en,122.0,10589102,25000000,Drama,2009,9,11,No Rating,No Rating,5755873
Les petits mouchoirs,2010-10-20,fr,154.0,48531470,25000000,Comedy,2010,10,20,No Rating,No Rating,-14410898
Белка и Стрелка. Звёздные собаки,2010-03-18,ru,85.0,6500000,25000000,Family,2010,3,18,No Rating,No Rating,23531470
The Counselor,2013-10-25,en,117.0,71009334,25000000,Thriller,2013,10,25,5.3,R,-18500000
Waterloo,1970-10-26,en,128.0,3052000,25000000,History,1970,10,26,7.3,G,46009334
Dangerous Liaisons,1988-12-16,en,119.0,34670720,14000000,Drama,1988,12,16,7.6,R,-21948000
On the Road,2012-05-22,en,137.0,8784318,25000000,Adventure,2012,5,22,6.1,R,20670720
Star Trek IV: The Voyage Home,1986-11-25,en,119.0,133000000,24000000,Science,1986,11,25,7.3,PG,-16215682
Rocky Balboa,2006-12-20,en,102.0,155721132,24000000,Drama,2006,12,20,7.1,PG,109000000
Scream 2,1997-12-09,en,120.0,172363301,24000000,Horror,1997,12,9,6.2,R,131721132
Jane Got a Gun,2016-01-01,en,98.0,1397284,25000000,Action,2016,1,1,5.9,R,148363301
Think Like a Man Too,2014-06-20,en,105.0,70181428,24000000,Comedy,2014,6,20,5.8,PG-13,-23602716
The Whole Nine Yards,2000-02-18,en,98.0,106371651,41300000,Comedy,2000,2,18,6.7,R,46181428
Footloose,1984-02-17,en,107.0,80035402,8200000,Drama,1984,2,17,6.6,PG,65071651
Old School,2003-02-21,en,91.0,87055349,24000000,Comedy,2003,2,21,7.1,R,71835402
The Fisher King,1991-09-09,en,137.0,41895491,24000000,Comedy,1991,9,9,7.5,R,63055349
I Still Know What You Did Last Summer,1998-11-13,en,100.0,40002112,65000000,Horror,1998,11,13,4.7,R,17895491
Return to Me,2000-04-07,en,115.0,36609995,24000000,Romance,2000,4,7,6.9,PG,-24997888
Zack and Miri Make a Porno,2008-09-18,en,102.0,42105111,24000000,Comedy,2008,9,18,6.5,R,12609995
The Men Who Stare at Goats,2009-10-17,en,93.0,68729358,24000000,Comedy,2009,10,17,6.2,R,18105111
Win a Date with Tad Hamilton!,2004-01-23,en,95.0,16980098,17000000,Comedy,2004,1,23,5.6,PG-13,44729358
Muppets from Space,1999-07-14,en,87.0,16290976,24000000,Fantasy,1999,7,14,6.3,G,-19902
The Wiz,1978-10-24,en,134.0,21049053,24000000,Adventure,1978,10,24,5.4,G,-7709024
Ready to Rumble,2000-04-07,en,107.0,12372410,24000000,Action,2000,4,7,5.4,PG-13,-2950947
Play It to the Bone,1999-12-25,en,124.0,8434146,24000000,Comedy,1999,12,25,5.5,R,-11627590
I Don't Know How She Does It,2011-09-16,en,89.0,30551495,24000000,Romance,2011,9,16,4.9,PG-13,-15565854
Piranha 3D,2010-08-20,en,88.0,83188165,24000000,Comedy,2010,8,20,5.4,R,6551495
Meet the Deedles,1998-03-27,en,93.0,4562146,24000000,Animation,1998,3,27,4.1,PG,59188165
Faster,2010-11-23,en,98.0,23081726,24000000,Crime,2010,11,23,6.4,R,-19437854
ハウルの動く城,2004-11-19,ja,119.0,234710455,24000000,Fantasy,2004,11,19,No Rating,No Rating,-918274
Zombieland,2009-10-07,en,88.0,102391382,23600000,Comedy,2009,10,7,7.6,R,210710455
The Waterboy,1998-11-06,en,90.0,185991646,23000000,Comedy,1998,11,6,6.1,PG-13,78791382
The Empire Strikes Back,1980-05-17,en,124.0,538400000,18000000,Adventure,1980,5,17,8.7,PG,162991646
Bad Boys,1995-04-07,en,118.0,141407024,19000000,Action,1995,4,7,6.9,R,520400000
The Naked Gun 2½: The Smell of Fear,1991-06-28,en,85.0,86930411,23000000,Comedy,1991,6,28,6.9,PG-13,122407024
Final Destination,2000-03-16,en,98.0,53302314,23000000,Horror,2000,3,16,6.7,R,63930411
The Ides of March,2011-09-24,en,101.0,75993061,12500000,Drama,2011,9,24,7.1,R,30302314
Pitch Black,2000-02-18,en,108.0,53187659,23000000,Thriller,2000,2,18,7.1,R,63493061
Her,2013-12-18,en,126.0,47351251,23000000,Romance,2013,12,18,8.0,R,30187659
Joy Ride,2001-10-05,en,97.0,36642838,23000000,Mystery,2001,10,5,6.6,R,24351251
Anywhere But Here,1999-11-12,en,114.0,18653615,23000000,Drama,1999,11,12,6.2,PG-13,13642838
Haywire,2011-11-06,en,93.0,33372606,23000000,Action,2011,11,6,5.8,R,-4346385
Jaws: The Revenge,1987-07-17,en,89.0,51881013,23000000,Adventure,1987,7,17,3.0,PG-13,10372606
The End of the Affair,1999-12-03,en,102.0,10827816,23000000,Drama,1999,12,3,7.1,R,28881013
Harley Davidson and the Marlboro Man,1991-08-23,en,98.0,7434726,23000000,Action,1991,8,23,6.2,R,-12172184
In the Valley of Elah,2007-08-31,en,124.0,29541790,23000000,History,2007,8,31,7.1,R,-15565274
Chéri,2009-02-10,en,86.0,9366227,23000000,Drama,2009,2,10,6.2,R,6541790
Vanity Fair,2004-09-01,en,141.0,16123851,23000000,Drama,2004,9,1,6.2,PG-13,-13633773
十月圍城,2009-12-18,cn,139.0,5837674,23000000,Drama,2009,12,18,No Rating,No Rating,-6876149
1408,2007-07-12,en,104.0,94679598,25000000,Horror,2007,7,12,6.8,PG-13,-17162326
Spaceballs,1987-06-24,en,96.0,38119483,22700000,Comedy,1987,6,24,7.1,PG,69679598
The Water Diviner,2014-12-25,en,112.0,15520023,22500000,War,2014,12,25,7.0,R,15419483
Ghost,1990-07-12,en,127.0,505000000,22000000,Fantasy,1990,7,12,7.0,PG-13,-6979977
There's Something About Mary,1998-07-15,en,119.0,369884651,23000000,Romance,1998,7,15,7.1,R,483000000
The Santa Clause,1994-11-10,en,97.0,189833357,22000000,Fantasy,1994,11,10,6.5,PG,346884651
The Rookie,2002-03-25,en,127.0,75597042,20000000,Drama,2002,3,25,6.9,G,167833357
The Game Plan,2007-09-28,en,110.0,147880543,22000000,Comedy,2007,9,28,6.1,PG,55597042
The Bridges of Madison County,1995-05-28,en,135.0,182016617,24000000,Drama,1995,5,28,7.6,PG-13,125880543
The Animal,2001-06-01,en,84.0,84772742,22000000,Action,2001,6,1,4.8,PG-13,158016617
Gandhi,1982-11-30,en,191.0,77737889,22000000,Drama,1982,11,30,8.0,PG,62772742
The Hundred-Foot Journey,2014-08-06,en,122.0,88880821,22000000,Drama,2014,8,6,7.3,PG,55737889
The Net,1995-07-28,en,114.0,110627965,22000000,Crime,1995,7,28,5.9,PG-13,66880821
I Am Sam,2001-12-28,en,132.0,92542418,22000000,Drama,2001,12,28,7.7,PG-13,88627965
Son of God,2014-02-28,en,138.0,67800064,22000000,Drama,2014,2,28,5.7,PG-13,70542418
Underworld,2003-09-19,en,121.0,95708457,22000000,Fantasy,2003,9,19,7.0,R,45800064
Derailed,2005-11-11,en,108.0,57479076,22000000,Drama,2005,11,11,6.6,R,73708457
The Informant!,2009-09-18,en,108.0,35424826,22000000,Drama,2009,9,18,6.4,R,35479076
Deuce Bigalow: European Gigolo,2005-08-06,en,83.0,22400154,22000000,Comedy,2005,8,6,4.7,R,13424826
